count,cleared,cor_digs,inc_digs,cor_flags,inc_flags
24500,25,1,2,0,0
24501,51,3,9,1,1
24502,32,1,8,0,0
24503,10,2,3,0,0
24504,38,1,2,0,0
24505,69,4,5,1,0
24506,32,1,3,0,0
24507,26,2,2,0,0
24508,31,1,12,0,0
24509,64,4,6,0,1
24510,12,1,5,0,0
24511,69,7,8,0,0
24512,50,1,6,0,0
24513,53,2,3,0,0
24514,17,1,6,0,0
24515,15,1,3,0,0
24516,71,1,5,0,0
24517,12,1,2,0,0
24518,29,1,4,0,0
24519,47,4,5,0,0
24520,85,5,5,3,0
24521,47,4,7,0,0
24522,17,3,3,0,0
24523,56,4,9,1,1
24524,30,1,3,0,0
24525,45,4,10,3,0
24526,19,7,9,4,1
24527,6,1,2,0,0
24528,37,2,2,1,0
24529,77,5,6,3,0
24530,61,3,7,0,1
24531,16,1,5,1,1
24532,32,1,5,0,0
24533,21,5,5,1,0
24534,29,3,2,0,0
24535,13,1,8,0,0
24536,78,3,3,1,0
24537,30,7,3,0,1
24538,55,1,6,0,0
24539,26,1,4,0,0
24540,26,3,4,0,0
24541,37,2,11,0,1
24542,84,2,10,1,0
24543,24,8,8,4,0
24544,39,4,2,1,1
24545,21,1,7,0,0
24546,18,3,5,0,1
24547,21,1,2,0,0
24548,51,5,4,1,1
24549,91,6,10,2,0
24550,40,4,7,1,1
24551,69,1,6,0,0
24552,30,3,3,0,1
24553,20,1,4,1,4
24554,32,7,15,0,1
24555,13,2,2,1,0
24556,47,1,24,0,0
24557,16,3,3,0,0
24558,31,1,2,0,0
24559,26,5,9,0,0
24560,31,2,20,1,0
24561,79,5,13,2,0
24562,12,1,2,0,0
24563,27,1,5,0,0
24564,12,1,2,0,0
24565,33,1,7,0,0
24566,21,6,3,1,1
24567,69,1,3,0,0
24568,49,2,14,1,0
24569,25,2,5,1,0
24570,59,2,7,0,0
24571,70,4,25,3,1
24572,50,3,2,1,0
24573,50,3,7,1,1
24574,16,1,6,0,0
24575,35,1,6,1,0
24576,16,1,2,0,0
24577,22,2,9,0,0
24578,9,1,2,0,0
24579,72,3,14,1,1
24580,33,2,2,1,0
24581,42,2,18,0,0
24582,91,4,33,2,0
24583,29,3,5,3,0
24584,86,2,12,1,0
24585,18,3,2,0,1
24586,18,1,3,1,0
24587,32,4,8,0,0
24588,40,1,11,0,0
24589,33,4,6,1,1
24590,19,1,2,0,0
24591,26,3,4,0,0
24592,44,1,11,0,1
24593,38,5,5,0,0
24594,60,3,3,0,0
24595,9,1,3,0,0
24596,47,6,10,2,1
24597,31,2,5,0,0
24598,13,2,4,0,0
24599,9,1,2,0,0
24600,89,3,6,1,1
24601,13,2,2,0,0
24602,40,1,5,0,0
24603,24,1,5,0,0
24604,47,1,4,0,0
24605,73,4,9,1,0
24606,18,1,3,0,0
24607,27,2,5,2,0
24608,85,8,14,1,0
24609,29,1,7,0,0
24610,27,1,7,1,1
24611,51,2,7,2,1
24612,55,1,4,1,0
24613,28,2,3,1,1
24614,89,4,18,4,1
24615,33,2,1,1,1
24616,12,3,2,0,1
24617,59,1,31,0,0
24618,86,1,4,1,0
24619,32,4,1,0,2
24620,43,5,13,2,0
24621,13,1,2,0,1
24622,66,3,7,3,1
24623,31,5,8,2,2
24624,24,2,1,0,1
24625,31,2,3,0,1
24626,64,5,5,1,0
24627,16,1,2,1,0
24628,35,2,2,0,4
24629,18,1,4,0,0
24630,70,2,3,1,0
24631,98,7,4,0,0
24632,49,6,14,2,0
24633,9,1,3,2,0
24634,11,2,6,0,1
24635,51,1,16,0,0
24636,20,1,2,0,0
24637,57,3,3,0,0
24638,59,2,10,0,1
24639,45,4,6,1,2
24640,47,10,6,0,4
24641,19,5,10,0,1
24642,34,3,11,0,1
24643,29,4,18,0,0
24644,22,1,2,0,0
24645,52,2,4,0,1
24646,57,5,3,0,1
