count,cleared,cor_digs,inc_digs,cor_flags,inc_flags
27500,44,5,2,0,0
27501,19,2,7,1,0
27502,46,2,4,0,1
27503,37,1,6,0,0
27504,45,1,5,0,0
27505,21,4,8,1,0
27506,28,2,7,0,0
27507,66,1,3,0,0
27508,95,2,2,0,0
27509,25,1,2,1,1
27510,36,3,4,0,0
27511,53,1,11,0,0
27512,75,1,4,0,0
27513,54,6,7,0,0
27514,14,3,4,0,0
27515,27,1,9,1,0
27516,72,6,4,1,0
27517,44,2,4,1,0
27518,60,6,14,1,0
27519,14,7,2,1,0
27520,17,6,2,1,0
27521,68,4,5,4,2
27522,16,1,2,0,0
27523,20,1,2,0,0
27524,34,3,6,0,0
27525,78,5,6,0,0
27526,46,3,6,2,0
27527,20,1,8,0,0
27528,51,5,3,0,0
27529,44,4,2,0,0
27530,25,3,4,1,1
27531,35,3,8,0,0
27532,79,2,4,0,0
27533,33,6,7,1,0
27534,14,1,2,0,0
27535,51,11,7,2,0
27536,31,1,3,0,2
27537,24,2,13,1,1
27538,37,6,19,0,0
27539,18,1,3,0,0
27540,27,1,3,1,0
27541,55,4,4,0,0
27542,59,1,4,0,0
27543,51,5,7,1,0
27544,25,2,4,1,0
27545,50,5,9,0,0
27546,47,2,7,1,0
27547,21,9,8,1,1
27548,61,1,5,1,0
27549,62,12,24,1,1
27550,25,2,6,1,0
27551,73,7,9,3,2
27552,18,3,4,1,0
27553,28,2,4,0,0
27554,55,3,7,2,0
27555,18,1,6,0,0
27556,55,3,8,0,0
27557,51,3,9,1,1
27558,45,5,10,1,1
27559,58,6,10,1,2
27560,45,1,2,0,0
27561,42,1,16,1,0
27562,23,2,5,0,0
27563,52,3,20,4,0
27564,12,1,3,0,0
27565,53,1,4,1,1
27566,16,3,1,2,2
27567,22,4,3,0,0
27568,91,2,13,3,1
27569,42,2,3,0,0
27570,32,8,8,1,1
27571,47,7,16,2,0
27572,23,3,3,3,0
27573,13,2,4,0,0
27574,52,2,11,3,0
27575,65,7,14,4,2
27576,51,1,16,3,0
27577,49,3,6,1,0
27578,21,1,3,0,0
27579,33,1,5,0,0
27580,27,5,9,1,0
27581,45,3,12,1,1
27582,17,3,2,0,0
27583,77,2,25,0,0
27584,26,1,5,0,0
27585,39,1,4,1,0
27586,33,1,2,0,1
27587,36,1,9,1,1
27588,24,2,7,1,2
27589,85,2,32,3,4
27590,21,1,6,0,0
27591,25,6,9,0,0
27592,44,9,5,2,0
27593,58,3,9,1,1
27594,102,6,3,2,0
27595,32,1,5,0,1
27596,32,4,10,1,3
27597,105,8,26,3,1
27598,24,1,2,0,0
27599,54,1,7,0,1
27600,15,4,6,0,0
27601,12,1,5,0,0
27602,62,5,8,3,2
27603,28,3,3,2,3
27604,50,3,15,2,0
27605,58,2,12,1,0
27606,33,3,4,1,1
27607,43,3,10,3,1
27608,42,1,2,0,0
27609,38,1,34,1,0
27610,54,3,11,1,1
27611,91,15,17,1,5
27612,22,5,5,1,0
27613,26,7,6,1,0
27614,36,3,4,0,1
27615,82,1,14,0,1
27616,47,3,14,1,1
27617,74,2,19,1,0
27618,63,1,6,1,0
27619,33,2,6,1,1
27620,58,2,13,3,0
27621,21,3,8,2,0
27622,49,1,8,0,0
27623,86,11,4,9,9
27624,72,2,4,0,0
27625,11,3,4,0,0
27626,65,3,8,2,0
27627,77,1,6,2,0
27628,83,15,28,4,2
27629,27,3,4,4,1
27630,20,2,5,1,0
27631,112,5,10,2,0
27632,50,5,3,0,0
27633,16,3,8,1,1
27634,13,2,3,0,2
27635,24,1,2,0,1
27636,18,5,1,2,1
27637,31,2,7,1,0
27638,57,5,2,2,1
27639,20,9,2,1,0
27640,13,2,8,0,0
27641,34,9,7,4,1
27642,10,1,3,0,1
27643,20,1,7,0,0
27644,92,3,22,3,0
27645,29,5,6,0,1
27646,51,1,11,1,0
27647,92,4,6,0,2
27648,30,1,2,0,0
27649,40,1,9,1,0
27650,63,8,16,1,0
27651,20,1,3,0,0
27652,48,3,4,0,0
27653,36,10,1,0,1
27654,22,5,1,1,1
27655,52,10,25,4,1
27656,51,6,11,2,0
27657,128,4,11,2,2
27658,49,11,8,2,2
27659,39,2,6,1,0
27660,45,1,2,0,0
27661,27,3,10,3,0
27662,45,1,9,2,0
27663,45,1,14,0,0
27664,27,2,7,0,0
27665,9,1,6,0,0
27666,52,3,7,2,0
27667,24,1,4,0,0
27668,69,2,3,0,1
27669,28,2,2,0,0
27670,22,2,2,0,1
27671,31,1,10,0,1
27672,77,2,2,0,0
27673,21,1,2,0,0
27674,23,1,4,0,0
27675,56,7,9,2,1
27676,16,5,3,0,0
27677,13,5,2,0,0
27678,21,2,11,0,1
27679,24,5,4,2,1
27680,67,3,3,1,0
27681,9,1,3,0,0
27682,21,1,6,0,1
27683,15,1,7,1,1
27684,23,1,2,0,0
27685,14,2,4,0,1
27686,19,1,3,0,0
27687,45,1,6,0,1
27688,64,8,13,1,0
27689,20,1,3,0,0
27690,50,1,10,0,0
27691,24,1,6,0,0
27692,10,2,2,0,0
27693,32,2,4,0,0
27694,19,2,4,0,0
27695,10,2,4,0,0
27696,39,3,9,0,0
27697,19,1,2,0,0
27698,24,4,10,0,0
27699,35,1,16,0,0
27700,11,2,4,0,0
27701,45,4,7,0,1
27702,38,2,10,0,0
27703,33,1,5,0,0
27704,19,2,3,0,0
27705,27,4,2,0,0
27706,105,2,7,1,0
27707,30,4,13,2,0
27708,113,2,11,0,1
27709,81,2,11,1,0
27710,44,2,16,2,0
27711,28,3,9,2,0
27712,51,1,4,0,0
27713,44,6,19,3,0
27714,82,3,9,2,0
27715,9,1,2,0,0
27716,78,3,4,1,0
27717,14,3,3,0,0
27718,53,12,9,3,0
27719,19,3,5,1,0
27720,35,2,6,1,0
27721,9,1,2,0,0
27722,38,1,3,1,0
27723,26,3,8,1,1
27724,46,1,19,2,1
27725,27,6,4,2,1
27726,39,2,11,1,1
27727,42,6,9,1,1
27728,31,5,14,0,0
27729,44,8,14,0,1
27730,72,3,6,2,0
27731,66,2,15,0,0
27732,21,4,4,0,0
27733,69,1,3,0,0
27734,16,4,3,1,1
27735,115,3,19,1,0
27736,62,2,22,2,1
27737,35,2,4,1,0
27738,10,3,0,0,2
27739,23,2,3,0,1
27740,45,5,12,1,0
27741,53,1,3,0,0
27742,28,7,4,2,0
27743,45,1,7,0,0
27744,22,9,4,1,2
27745,34,1,5,0,0
27746,98,3,5,0,1
27747,26,6,3,0,0
27748,93,2,13,1,0
27749,20,4,7,0,1
27750,17,3,3,1,0
27751,44,4,9,1,0
27752,35,7,6,1,0
27753,17,1,2,0,1
27754,54,5,5,0,1
27755,39,8,10,2,0
27756,52,1,2,0,0
27757,60,9,22,3,1
27758,15,1,3,0,0
27759,37,1,5,0,0
27760,57,13,15,3,2
27761,18,1,2,0,0
27762,27,9,3,1,1
27763,28,3,4,1,0
27764,116,13,24,5,1
27765,36,1,3,0,0
27766,20,3,9,0,0
27767,81,1,6,0,0
27768,64,6,13,2,1
27769,39,2,3,1,0
27770,12,1,4,0,0
27771,50,1,5,0,1
27772,59,3,1,1,1
27773,10,1,3,0,0
27774,77,5,13,1,0
27775,43,3,5,1,0
27776,19,2,7,0,0
27777,9,1,4,0,0
27778,61,5,10,1,0
27779,60,3,5,1,0
27780,28,6,5,0,0
27781,10,1,2,0,1
27782,13,2,3,0,0
27783,72,8,22,0,0
27784,61,2,14,0,1
27785,25,1,5,0,0
27786,48,1,16,0,0
27787,102,3,10,1,0
27788,25,2,2,0,0
