count,cleared,cor_digs,inc_digs,cor_flags,inc_flags
20000,24,2,3,1,1
20001,12,1,2,0,0
20002,50,3,15,0,0
20003,22,6,2,0,0
20004,56,9,22,5,0
20005,62,7,18,3,1
20006,16,1,5,0,0
20007,84,1,13,0,0
20008,25,1,3,0,0
20009,24,2,4,0,0
20010,10,2,2,0,0
20011,27,1,5,0,0
20012,53,1,9,0,0
20013,14,2,4,0,1
20014,21,1,6,0,1
20015,21,5,7,0,0
20016,16,2,2,0,0
20017,12,1,3,0,0
20018,33,3,1,0,1
20019,26,7,9,1,0
20020,33,1,3,0,0
20021,11,3,5,1,0
20022,74,7,17,2,1
20023,46,4,3,0,0
20024,40,3,2,0,0
20025,78,2,14,1,0
20026,28,1,6,0,0
20027,70,6,17,2,1
20028,37,2,14,0,0
20029,10,1,6,0,1
20030,12,1,2,0,0
20031,26,1,2,0,0
20032,27,2,2,1,0
20033,27,2,8,1,0
20034,36,2,2,0,0
20035,48,2,3,0,1
20036,25,1,4,0,0
20037,50,2,8,0,0
20038,68,3,9,0,0
20039,47,3,23,0,0
20040,22,2,5,0,0
20041,48,3,10,1,1
20042,42,4,6,1,0
20043,60,3,7,1,1
20044,29,1,10,1,0
20045,31,1,3,0,0
20046,59,1,14,2,0
20047,30,3,4,0,0
20048,35,1,3,0,0
20049,14,3,4,0,0
20050,11,3,2,0,0
20051,28,1,10,0,0
20052,22,2,2,0,0
20053,41,2,3,0,0
20054,30,1,2,0,0
20055,27,1,6,0,0
20056,13,2,3,0,0
20057,39,3,6,0,1
20058,40,3,3,0,0
20059,105,3,5,1,0
20060,25,3,3,0,0
20061,42,2,5,1,0
20062,16,5,2,0,0
20063,107,1,19,0,0
20064,46,1,22,1,0
20065,31,2,2,0,0
20066,16,1,3,0,0
20067,65,8,11,0,3
20068,89,10,14,0,1
20069,32,1,2,0,0
20070,83,1,3,0,0
20071,18,3,2,0,0
20072,75,5,9,0,0
20073,48,5,5,1,0
20074,15,1,2,0,0
20075,28,4,8,0,0
20076,15,3,4,1,0
20077,21,2,4,0,0
20078,10,2,3,0,0
20079,12,1,2,0,0
20080,60,2,4,0,1
20081,21,3,3,1,3
