count,cleared,cor_digs,inc_digs,cor_flags,inc_flags
26500,29,1,3,0,1
26501,42,2,14,0,1
26502,63,1,17,0,1
26503,66,1,14,1,0
26504,31,4,14,2,1
26505,44,1,6,1,0
26506,20,7,3,1,2
26507,108,4,14,1,1
26508,40,3,6,1,2
26509,37,2,2,0,1
26510,82,4,19,1,2
26511,34,1,7,1,0
26512,11,3,3,0,0
26513,9,1,2,1,0
26514,19,11,2,0,0
26515,38,1,4,0,0
26516,12,1,2,0,0
26517,46,6,9,1,0
26518,29,1,4,1,0
26519,25,2,4,0,0
26520,53,1,3,0,1
26521,10,2,4,0,1
26522,22,1,5,1,0
26523,21,1,2,0,0
26524,128,4,7,2,0
26525,41,2,5,0,0
26526,25,2,6,1,1
26527,34,5,8,0,1
26528,40,2,15,2,0
26529,36,1,3,1,0
26530,18,1,4,0,0
26531,24,1,2,0,1
26532,44,2,13,2,0
26533,18,1,8,0,0
26534,54,3,11,2,3
26535,15,4,2,1,0
26536,17,3,2,0,0
26537,29,5,5,0,1
26538,20,7,3,3,2
26539,23,3,2,0,0
26540,66,5,1,2,1
26541,24,1,3,0,0
26542,12,1,7,0,1
26543,16,2,5,0,1
26544,71,5,16,5,0
26545,31,4,1,2,3
26546,59,1,8,0,1
26547,40,1,3,0,0
26548,63,8,6,2,0
26549,25,4,2,1,2
26550,49,2,14,1,0
26551,41,1,20,1,0
26552,14,1,6,1,0
26553,61,6,6,2,0
26554,40,3,5,0,0
26555,15,1,10,0,0
26556,56,3,10,1,1
26557,47,2,4,0,0
26558,30,3,5,0,1
26559,47,6,2,1,2
26560,20,3,7,0,0
26561,14,3,2,0,1
26562,30,1,5,0,0
26563,52,4,15,1,0
26564,19,4,9,1,0
26565,23,2,7,0,0
26566,64,2,8,2,0
26567,38,3,7,1,0
26568,20,1,2,0,0
26569,20,1,6,0,0
26570,37,5,7,1,0
26571,85,5,2,0,1
26572,10,2,2,1,0
26573,53,2,2,1,1
26574,8,1,2,0,0
26575,17,3,2,2,0
26576,23,2,4,0,0
26577,48,4,5,0,0
26578,31,8,16,2,0
26579,54,1,7,1,0
26580,20,5,6,0,0
26581,66,4,9,1,1
26582,12,1,3,0,0
26583,30,6,12,1,0
26584,15,2,3,0,1
26585,61,6,5,0,0
26586,37,1,9,0,0
26587,39,2,6,0,0
26588,48,6,7,0,0
26589,41,4,1,0,1
26590,70,3,5,0,0
26591,31,1,4,0,0
26592,15,1,4,0,0
26593,39,1,2,0,0
26594,13,5,2,0,0
26595,27,2,3,0,0
26596,32,3,5,0,1
26597,55,5,10,0,1
26598,16,1,3,0,0
26599,29,4,4,0,1
26600,39,1,5,0,0
26601,11,2,2,0,0
26602,49,1,6,0,0
26603,49,1,4,0,0
26604,68,1,6,0,0
26605,12,1,2,0,0
26606,37,5,2,0,0
26607,19,2,7,0,0
26608,22,2,4,0,0
26609,66,2,2,1,0
26610,61,1,6,0,0
26611,24,4,7,0,0
26612,68,4,27,1,0
26613,63,4,16,1,0
26614,45,1,5,0,0
26615,45,8,13,2,0
26616,26,1,7,0,0
26617,61,6,6,0,0
26618,43,6,13,2,0
26619,50,3,3,0,1
26620,25,2,10,0,0
26621,61,6,12,0,1
26622,37,5,20,2,0
26623,20,1,9,0,1
26624,80,3,22,1,1
