count,cleared,cor_digs,inc_digs,cor_flags,inc_flags
13500,32,1,12,0,4
13501,38,4,13,2,0
13502,54,1,12,0,0
13503,61,3,8,0,0
13504,42,2,13,0,1
13505,69,1,7,1,2
13506,44,4,7,2,0
13507,58,3,2,0,0
13508,61,4,7,1,0
13509,18,5,6,0,0
13510,16,2,2,0,1
13511,26,1,2,0,0
13512,20,1,2,0,1
13513,38,3,12,2,0
13514,58,3,13,2,0
13515,42,1,2,0,0
13516,85,1,13,1,0
13517,10,2,2,0,0
13518,51,5,10,1,2
13519,72,3,21,3,0
13520,30,2,2,0,1
13521,20,6,6,1,1
13522,15,1,2,0,0
13523,55,1,9,0,0
13524,21,4,5,0,0
13525,39,1,4,0,1
13526,45,7,5,0,0
13527,45,3,3,0,0
13528,39,4,4,0,0
13529,45,1,5,0,0
13530,47,2,13,1,2
13531,85,6,19,2,0
13532,25,3,6,0,1
13533,50,3,8,0,0
13534,32,1,4,1,0
13535,63,2,5,1,0
13536,126,1,4,0,0
13537,52,7,9,3,0
13538,9,1,5,0,0
13539,81,5,19,3,0
13540,24,1,2,0,0
13541,33,6,2,2,1
13542,75,5,30,1,0
13543,48,3,6,1,1
13544,21,1,2,0,0
13545,18,2,6,2,0
13546,37,4,12,2,1
13547,19,3,6,1,0
13548,32,5,2,0,0
13549,11,3,3,0,0
13550,47,7,8,1,1
13551,33,2,5,0,0
13552,17,4,3,0,1
13553,43,10,3,1,1
13554,42,3,8,1,1
13555,29,1,9,0,0
13556,20,1,2,0,0
13557,18,3,8,2,1
13558,9,1,3,0,0
13559,49,8,19,3,0
13560,29,4,2,0,0
13561,28,2,8,1,0
13562,54,4,9,0,1
13563,113,2,6,0,0
13564,33,2,4,0,0
13565,23,4,4,0,1
13566,14,2,2,1,1
13567,67,1,3,0,0
13568,10,2,3,0,0
13569,78,1,7,1,0
13570,30,2,5,2,1
13571,26,3,6,0,1
13572,45,7,9,0,1
13573,28,4,6,0,0
13574,65,2,5,1,1
13575,49,2,9,0,1
13576,11,3,2,0,0
13577,34,4,11,1,0
13578,64,7,10,3,0
13579,11,2,2,1,0
13580,21,2,5,0,1
13581,31,2,10,0,0
13582,11,1,3,0,0
13583,25,1,3,0,0
13584,16,2,2,0,0
13585,14,2,4,0,1
13586,53,7,3,0,5
13587,12,1,2,0,0
13588,27,1,2,0,0
13589,37,4,9,3,1
13590,15,1,3,0,0
13591,32,3,1,0,1
13592,28,2,8,0,0
13593,34,3,12,0,0
13594,28,1,6,1,0
13595,81,24,23,2,0
13596,37,2,7,0,0
13597,46,1,4,0,0
13598,21,1,5,0,0
13599,82,1,14,1,0
13600,58,1,2,0,0
13601,58,6,6,0,1
13602,15,1,2,0,0
13603,9,1,2,0,0
13604,28,4,8,1,0
13605,26,1,3,0,0
13606,18,2,7,0,0
13607,16,5,5,0,0
13608,26,1,2,0,0
13609,34,1,2,0,0
13610,19,1,2,0,0
13611,15,1,2,0,0
13612,37,4,3,1,0
13613,35,2,4,0,0
13614,60,3,7,0,0
