count,cleared,cor_digs,inc_digs,cor_flags,inc_flags
22000,42,7,16,4,0
22001,23,6,9,2,1
22002,34,2,9,1,0
22003,56,7,14,2,2
22004,60,8,12,2,3
22005,47,1,10,4,0
22006,19,1,2,0,0
22007,86,4,20,0,0
22008,49,2,6,1,0
22009,43,2,2,0,1
22010,29,2,3,0,0
22011,64,5,6,0,1
22012,22,2,3,0,1
22013,43,7,4,1,0
22014,40,5,6,1,0
22015,32,2,6,1,0
22016,21,2,5,2,1
22017,38,3,7,1,1
22018,20,2,12,1,0
22019,26,5,4,1,2
22020,12,4,2,0,0
22021,21,5,1,1,1
22022,26,2,4,0,1
22023,48,3,11,0,1
22024,40,2,5,0,2
22025,21,1,3,0,1
22026,27,1,3,0,0
22027,38,1,18,1,0
22028,26,3,7,0,0
22029,80,6,4,1,2
22030,21,2,8,1,1
22031,19,1,7,0,0
22032,37,2,15,2,0
22033,19,1,4,0,0
22034,83,4,11,1,1
22035,46,4,24,1,0
22036,24,2,2,2,1
22037,33,1,5,1,0
22038,17,1,2,2,0
22039,34,3,9,2,2
22040,26,2,2,1,0
22041,13,2,3,1,0
22042,29,1,9,0,1
22043,61,7,17,3,1
22044,105,3,4,0,1
22045,45,1,3,1,0
22046,50,5,6,0,0
22047,22,1,12,0,0
22048,21,1,6,1,0
22049,44,1,7,3,1
22050,62,4,5,1,1
22051,37,1,2,0,0
22052,47,3,11,5,0
22053,71,5,22,3,3
22054,38,2,5,1,0
22055,54,1,9,1,0
22056,30,2,1,0,1
22057,83,1,8,1,2
22058,10,1,2,0,1
22059,48,3,3,1,1
22060,29,1,4,1,0
22061,65,3,4,1,2
22062,12,1,7,1,0
22063,22,1,6,0,0
22064,63,1,5,1,0
22065,35,3,5,1,0
22066,79,8,27,3,1
22067,41,2,9,0,1
22068,25,2,4,1,0
22069,47,1,6,2,1
22070,49,2,17,1,0
22071,26,2,11,2,1
22072,23,2,2,0,1
22073,17,1,7,2,2
22074,42,4,16,6,3
22075,13,2,3,0,0
22076,52,4,5,1,1
22077,59,2,9,3,5
22078,20,5,0,0,2
22079,14,2,2,0,1
22080,46,4,15,1,0
22081,16,3,3,3,2
22082,6,1,2,0,0
22083,43,1,2,0,0
22084,38,5,5,1,0
22085,38,6,4,1,0
22086,26,6,6,1,1
22087,44,6,16,6,0
22088,40,2,2,0,0
22089,50,3,10,0,0
22090,28,2,4,1,1
