win_pct,sq_err,pct_cor,cleared,cor_digs,inc_digs,cor_flags,inc_flags
49.3880365454,0.00517827016299,1.0,54,16,353,0,0
49.396759738,0.0100162018955,0.984375,54,15,369,0,0
49.4054799242,0.00765176596255,0.984375,54,14,253,0,0
49.4141971054,0.00373122856042,1.0,54,11,456,0,0
49.4229112834,0.000920056166283,1.0,54,22,336,0,0
49.4143988977,0.0947634338315,0.90625,25,8,59,1,0
49.4231100396,0.00373950056695,1.0,54,13,294,0,0
49.414600551,0.0972676301702,0.859375,34,1,14,0,0
49.423308659,0.000387954692362,1.0,54,14,411,0,0
49.4320137694,0.00115796227875,1.0,54,6,226,0,0
49.4407158837,0.00166301154472,1.0,54,11,144,0,0
49.4494150034,0.00848576588128,0.984375,54,15,383,0,0
49.4581111302,0.0144111845574,0.984375,54,16,196,0,0
49.4668042656,0.00563608644505,0.984375,54,16,349,0,0
49.4582975064,0.0475321685787,0.9375,43,13,224,5,0
49.4497936726,0.107481480176,0.890625,15,10,115,1,0
49.4412927626,0.0163621516356,0.96875,53,13,352,8,0
49.449982812,0.00131500024464,1.0,54,16,334,0,0
49.4586698745,0.00181025820609,1.0,54,9,217,0,0
49.4673539519,0.00349185516317,1.0,54,13,449,0,0
49.4760350455,0.0139091314396,0.984375,54,8,198,0,0
49.484713157,0.00151568482716,1.0,54,11,247,0,0
49.4933882878,0.00921709850305,0.984375,54,16,374,0,0
49.5020604396,0.00474760842761,0.984375,54,18,429,0,0
49.4935622318,0.0193919326784,0.984375,52,13,143,6,0
49.5022313766,0.0221714207238,0.96875,54,6,50,0,0
49.4937360563,0.0348471834825,0.9375,51,14,463,6,1
49.5024021963,0.00283451925558,1.0,54,18,388,0,0
49.5110653628,0.00630580435213,0.984375,54,11,592,0,0
49.5197255575,0.00473335594208,0.984375,54,13,494,0,0
49.5283827817,0.00119923439095,1.0,54,10,514,0,0
49.537037037,0.0636065186046,0.796875,54,7,496,0,0
49.545688325,0.0141796975402,0.96875,54,16,302,0,0
49.5543366472,0.00210169886277,1.0,54,17,698,0,0
49.5458440446,0.078080872471,0.9375,27,10,99,5,1
49.5373543523,0.0471953626815,0.9375,50,11,284,7,0
49.528867569,0.0730324292844,0.921875,37,1,17,0,1
49.5375128469,0.000838377275011,1.0,54,19,456,0,0
49.5461551636,0.00358195559353,1.0,54,5,125,0,0
49.5547945205,0.000205858558623,1.0,54,27,412,0,0
49.5463105633,0.0168416058587,0.96875,53,17,678,9,0
49.554946936,0.00655150699847,1.0,54,18,343,0,0
49.5635803526,0.013506399268,0.984375,54,8,609,0,0
49.5722108145,0.00128527895924,1.0,54,19,402,0,0
49.5808383234,0.0133834418739,0.96875,54,15,338,0,0
49.5894628806,0.00274908236001,1.0,54,12,208,0,0
49.5980844878,0.0035986128681,1.0,54,10,248,0,0
49.6067031464,0.00580370103318,0.984375,54,17,190,0,0
49.6153188579,0.0182038141843,0.96875,54,13,179,0,0
49.6239316239,0.0123942988074,0.984375,54,21,291,0,0
49.6154503504,0.0515462981112,0.9375,35,16,305,6,0
49.6240601504,0.000990089363725,1.0,54,17,501,0,0
49.6155817529,0.07945759124,0.90625,24,8,84,3,0
49.624188589,0.000541844738376,1.0,54,18,344,0,0
49.6327924851,0.00333749911578,1.0,54,10,424,0,0
49.6413934426,0.00136127553176,1.0,54,19,1046,0,0
49.6499914632,0.00378372646839,1.0,54,8,218,0,0
49.6585865483,0.00072490875119,1.0,54,14,351,0,0
49.6671786994,1.69426062545e-05,1.0,54,17,423,0,0
49.6587030717,0.0179539891632,0.96875,50,14,373,9,1
49.6672922709,0.000537922949583,1.0,54,10,172,0,0
49.6758785397,0.000417826842932,1.0,54,12,197,0,0
49.667405765,0.061227214248,0.90625,37,6,46,2,0
49.6589358799,0.107245031667,0.890625,14,6,115,1,0
49.6675191816,0.000101466485023,1.0,54,22,1098,0,0
49.6760995568,0.0132112758788,0.984375,54,16,315,0,0
49.6676325209,0.0346115500958,0.953125,43,7,223,5,0
49.6591683708,0.038285868635,0.953125,50,7,123,7,0
49.6677457829,0.0173463374776,0.96875,54,17,263,0,0
49.6763202726,0.0067597250251,0.984375,54,15,557,0,0
49.6848918413,0.00474752587924,1.0,54,10,198,0,0
49.6934604905,0.00410703638878,0.984375,54,15,363,0,0
49.6849991486,0.031244919274,0.96875,46,9,177,7,0
49.6935648621,0.00920945260186,0.984375,54,18,295,0,0
49.685106383,0.0719568636072,0.921875,25,4,26,3,0
49.6766507828,0.0268648270833,0.96875,51,6,119,7,0
49.6852135443,0.00121947338439,1.0,54,15,329,0,0
49.676760803,0.0620234612264,0.921875,46,11,304,5,0
49.6853206328,0.000702415589284,1.0,54,12,306,0,0
49.693877551,0.00603188086892,1.0,54,14,405,0,0
49.6854276484,0.0283885083918,0.9375,49,10,433,6,0
49.6939816389,0.0110252711893,0.984375,54,21,491,0,0
49.6855345912,0.0134232256689,0.96875,54,23,855,9,1
49.6770904147,0.0965809366057,0.890625,28,4,46,1,0
