win_pct,sq_err,pct_cor,cleared,cor_digs,inc_digs,cor_flags,inc_flags
51.9036021023,0.00394204713374,1.0,54,13,252,0,0
51.8969495001,0.067368798978,0.90625,41,11,241,3,0
51.8902986031,0.021850899099,0.953125,52,15,492,8,0
51.8964633521,0.00673314475808,1.0,54,14,527,0,0
51.9026265215,0.0149712978523,0.984375,54,13,229,0,0
51.9087881117,0.00128933624125,1.0,54,11,215,0,0
51.9021391059,0.0566082205209,0.921875,49,3,119,5,0
51.9082991803,0.014005399548,0.984375,54,15,217,0,0
51.9016519401,0.0756875161307,0.921875,21,6,69,4,0
51.895006402,0.0315870441993,0.953125,49,4,269,7,0
51.9011650237,0.000808394605109,1.0,54,9,306,0,0
51.8945212494,0.0549991383311,0.921875,45,11,285,5,0
51.9006783566,0.00383973750771,1.0,54,8,364,0,0
51.9068338879,0.00342207793116,1.0,54,12,296,0,0
51.9001919386,0.105925501385,0.78125,24,6,56,3,0
51.8935516888,0.019334599638,0.953125,52,15,294,8,0
51.886913138,0.0450790609084,0.9375,48,9,392,6,2
51.8930672806,0.00568239028845,0.984375,54,14,269,0,0
51.8992198491,0.00257411248732,1.0,54,12,254,0,0
51.8925831202,0.0453528680793,0.953125,43,10,100,4,0
51.8859480885,0.0667236078307,0.9375,39,1,30,1,0
51.8920992074,0.000968469410392,1.0,54,15,266,0,0
51.8854659338,0.0377952178324,0.953125,50,11,157,7,0
51.8916155419,0.000267183003963,1.0,54,17,776,0,0
51.8977635783,0.00104361052906,1.0,54,15,389,0,0
51.8911321237,0.0788166807171,0.90625,36,5,44,2,0
51.8972786508,0.0150868543575,1.0,54,17,219,0,0
51.8906489525,0.0499449432379,0.921875,50,5,221,4,1
51.8840209478,0.0309148537512,0.96875,43,13,152,6,1
51.877394636,0.0290536865566,0.953125,53,14,166,8,0
51.8707700166,0.0208163600382,0.984375,52,16,564,8,0
51.8641470889,0.0240623220845,0.96875,53,9,162,7,1
51.8702923529,0.000378482135399,1.0,54,16,406,0,0
51.876436048,0.00769963849585,0.984375,54,20,271,0,0
51.8825781749,0.00521902930451,1.0,54,17,388,0,0
51.888718734,0.00289421953393,1.0,54,10,130,0,0
51.8948577262,0.00242408804869,1.0,54,11,301,0,0
51.9009951518,0.0060031366289,1.0,54,15,185,0,0
