win_pct,sq_err,pct_cor,cleared,cor_digs,inc_digs,cor_flags,inc_flags
48.7406268025,0.0584880288353,0.9375,35,12,175,4,0
48.7504805844,0.00209662846749,1.0,54,7,181,0,0
48.7411108976,0.0757139909606,0.90625,25,6,287,4,0
48.7509607994,0.00184284437958,1.0,54,11,289,0,0
48.7608069164,0.00108327736362,1.0,54,11,347,0,0
48.7706492509,0.00616330793638,0.984375,54,13,307,0,0
48.7612828884,0.0927014727614,0.890625,19,2,90,1,1
48.7519201229,0.108116545601,0.859375,20,2,27,0,0
48.7617584949,0.00354832406915,1.0,54,21,344,0,0
48.7715930902,0.0069112924464,0.984375,54,18,595,0,0
48.781423911,0.00546001407569,1.0,54,9,340,0,0
48.7720644666,0.0303677339566,0.953125,53,8,177,6,1
48.7627086131,0.0183148446908,0.96875,53,15,550,8,1
48.7533563483,0.0465533010934,0.921875,42,13,174,4,0
48.7631831256,0.000402543755681,1.0,54,14,928,0,0
48.773006135,0.000933393469729,1.0,54,13,224,0,0
48.7636572743,0.0245613344135,0.96875,54,15,394,8,1
48.7734764278,0.000864501707279,1.0,54,15,223,0,0
48.7832918184,0.00588742795733,1.0,54,14,350,0,0
48.7931034483,0.00739417372532,0.984375,54,14,670,0,0
48.8029113197,0.000360216454813,1.0,54,13,304,0,0
48.7935656836,0.0219462790718,0.96875,53,9,980,9,1
48.7842236263,0.0702373756608,0.9375,30,6,52,3,0
48.7748851455,0.0164901039007,0.96875,52,11,250,7,1
48.7846889952,0.012584612947,0.984375,54,27,580,0,0
48.794489093,0.0165131160731,0.984375,54,11,343,0,0
48.804285441,0.00337968488327,1.0,54,8,205,0,0
48.8140780413,0.0103575353286,0.984375,54,15,294,0,0
48.8238668962,0.00542722630077,0.984375,54,14,508,0,0
48.8145315488,0.0807046365706,0.90625,29,5,57,3,0
48.8243165743,0.00840100904481,0.984375,54,21,265,0,0
48.8340978593,0.0056931535947,0.984375,54,13,318,0,0
48.8438754061,0.0172666477621,0.984375,54,15,171,0,0
48.8345433703,0.03273405284,0.953125,49,8,128,7,0
48.8252148997,0.0580840020414,0.921875,46,8,214,5,0
48.8349885409,0.00108707824613,1.0,54,7,161,0,0
48.8447584495,0.00481806903407,1.0,54,8,187,0,0
48.8545246277,0.015671000564,0.984375,54,19,636,0,0
48.8451994655,0.037196758851,0.9375,48,15,405,8,0
48.8549618321,0.00646205465843,1.0,54,11,112,0,0
48.8647204732,0.00161198074479,1.0,54,17,190,0,0
48.8553987028,0.0670149989643,0.90625,43,7,79,5,0
48.8651535381,0.0037029307376,1.0,54,18,262,0,0
48.8749046529,0.00574709255635,0.984375,54,14,383,0,0
48.8655862726,0.025835118041,0.96875,43,15,204,7,0
48.8753335875,0.00179498111326,1.0,54,23,437,0,0
48.885077187,0.00178600225019,1.0,54,19,373,0,0
48.8757621951,0.0183759776566,0.96875,54,6,307,8,1
48.8664507525,0.0405405775138,0.9375,47,18,269,6,0
48.8761904762,0.0149849407156,0.984375,54,21,304,0,0
48.8859264902,0.00276244156839,1.0,54,15,473,0,0
48.8956587966,0.00142291233459,1.0,54,11,489,0,0
48.8863506568,0.0310316774098,0.953125,49,6,139,6,0
48.8960791778,0.0108812564832,0.984375,54,23,597,0,0
48.9058039962,0.00369239405573,1.0,54,14,293,0,0
48.896499239,0.0702298326935,0.921875,34,10,74,3,0
48.8871980217,0.0761802218098,0.890625,34,9,134,2,1
48.8969189806,0.00971587605805,0.984375,54,11,384,0,0
48.8876212208,0.0323740629456,0.9375,52,8,365,7,1
48.897338403,0.00273723379631,1.0,54,17,453,0,0
48.9070518913,0.00015738250325,1.0,54,14,263,0,0
48.8977575067,0.0183874368886,0.953125,52,12,1271,8,0
48.907467224,0.0251048173288,0.96875,54,11,345,0,0
48.9171732523,0.00113404419017,1.0,54,13,434,0,0
48.9268755935,0.00759136995354,0.984375,54,14,640,0,0
48.9365742499,0.0126985436726,0.984375,54,12,597,0,0
48.9272830833,0.0576109101232,0.9375,49,7,90,5,0
48.9179954442,0.0454855990563,0.90625,51,15,196,7,1
48.9276902638,0.00737959274927,1.0,54,16,124,0,0
48.9373814042,0.0131660036993,0.984375,54,7,281,0,0
48.9280971353,0.0408641141876,0.9375,47,7,157,6,0
48.937784522,0.0239131514876,0.96875,54,12,372,0,0
48.9285036981,0.102326652613,0.875,10,5,41,0,0
48.9381873341,0.00610112312617,0.984375,54,16,725,0,0
48.9478672986,0.000416706477196,1.0,54,18,339,0,0
48.9575435936,0.00823845934993,0.984375,54,14,465,0,0
48.9672162213,0.0189464020843,0.96875,54,6,730,0,0
48.9768851838,0.0113499908183,0.984375,54,14,303,0,0
48.9676075014,0.0573722680266,0.953125,38,11,174,3,0
48.9772727273,0.00315885253016,1.0,54,18,211,0,0
48.9869342927,0.00268986767725,1.0,54,13,364,0,0
48.9776599773,0.041694732884,0.9375,50,10,183,6,1
48.9873178118,0.00962496972289,0.984375,54,22,383,0,0
48.9780469341,0.0517575153744,0.953125,39,9,199,6,0
48.9687795648,0.0827293066026,0.90625,35,3,18,0,0
48.9595157019,0.0448185057072,0.9375,47,8,501,6,0
48.9691696614,0.00500491834731,0.984375,54,9,352,0,0
48.9599092284,0.151196719881,0.515625,15,3,132,4,0
48.9506522972,0.0139936965353,0.984375,54,21,1070,9,1
48.9413988658,0.0469786959628,0.9375,48,8,221,6,0
48.951048951,0.0119578261013,0.96875,54,8,311,0,0
48.9606953893,0.00357947272496,1.0,54,16,313,0,0
48.9514453051,0.0318676502736,0.953125,49,10,177,7,0
48.9610880242,0.0167040931272,0.96875,54,19,383,0,0
48.970727101,0.00121101345314,1.0,54,15,454,0,0
48.9803625378,0.00667316073487,1.0,54,9,169,0,0
48.9711157259,0.0269016524721,0.96875,52,9,250,8,0
48.9807474519,0.00551704554537,1.0,54,21,240,0,0
48.9715040574,0.0923505314599,0.90625,21,6,92,2,0
48.9811320755,0.0100910285341,0.96875,54,11,590,0,0
48.990756461,0.000785614796061,1.0,54,18,187,0,0
49.0003772161,0.00212850131581,1.0,54,14,934,0,0
49.0099943428,0.000419684074659,1.0,54,16,662,0,0
49.0007541478,0.018292450058,0.96875,54,14,378,9,1
49.0103675778,0.00175744040645,1.0,54,12,209,0,0
49.0011307953,0.0885208528281,0.890625,24,9,91,2,0
48.9918974939,0.0271221224808,0.9375,49,12,309,7,0
48.9826676714,0.0433249563797,0.9375,52,10,93,6,1
48.992277265,0.00702238647764,0.984375,54,14,332,0,0
48.9830508475,0.0397483147955,0.96875,37,16,213,5,0
48.9738279043,0.0644550158759,0.921875,25,1,5,0,0
48.9646084337,0.0581605480279,0.9375,43,8,127,4,0
48.9553924337,0.0367399228779,0.9375,51,14,248,6,0
48.9461799021,0.0545576091332,0.90625,47,9,190,7,0
48.9369708373,0.0908191668449,0.90625,25,6,67,2,0
48.927765237,0.0587590479146,0.9375,35,12,137,5,1
48.9373706978,0.00818544461253,0.984375,54,15,470,0,0
48.9469725461,0.00582480238837,1.0,54,20,522,0,0
48.9377702576,0.039268849806,0.921875,51,7,150,5,0
48.9473684211,0.0204342166285,0.96875,54,9,284,0,0
48.9569629769,0.0026044102418,1.0,54,16,282,0,0
48.9477639985,0.0505750041325,0.953125,33,5,50,2,0
48.9385684764,0.0455456953701,0.953125,31,10,275,6,0
48.9481592787,0.0172384978324,0.984375,54,11,419,0,0
48.9389671362,0.0354721011521,0.921875,51,7,354,8,1
48.9297784454,0.078487541347,0.890625,42,4,145,3,0
48.9393654965,0.00624979709802,1.0,54,13,268,0,0
48.9301801802,0.0325236648718,0.96875,42,7,106,6,0
48.9397635579,0.00232197637623,1.0,54,12,197,0,0
48.9305816135,0.0358135598044,0.953125,51,16,321,7,1
48.9214031139,0.0406235997919,0.9375,47,9,157,5,1
48.9309827457,0.0136747247209,0.984375,54,15,692,0,0
48.921807613,0.0199315836707,0.984375,52,19,388,7,0
48.9126359205,0.023041925903,0.96875,52,7,159,7,0
48.9034676664,0.047092057762,0.9375,49,13,134,6,0
48.9130434783,0.000564774813735,1.0,54,18,327,0,0
48.9226157017,0.00910408674847,0.984375,54,22,571,0,0
48.9134507306,0.0085382475688,0.984375,53,13,1481,9,0
48.9042891927,0.0107619568147,0.984375,54,13,538,9,1
48.9138576779,0.00157195633979,1.0,54,18,487,0,0
48.92342258,0.0108234032551,0.984375,54,19,312,0,0
48.9329839012,0.000310469666688,1.0,54,17,223,0,0
48.9425416433,0.000918406968833,1.0,54,23,262,0,0
48.9333832335,0.112262030131,0.859375,31,4,51,1,0
48.9242282507,0.130790752821,0.84375,9,2,21,0,0
48.9150766929,0.00887564429032,0.984375,53,11,307,8,0
48.9059285581,0.0425446901119,0.96875,44,11,220,6,0
48.9154824233,0.00230598457295,1.0,54,18,295,0,0
48.9250327164,0.0469238947653,0.953125,54,6,115,0,0
48.9345794393,0.00808444958455,1.0,54,15,329,0,0
48.9441225939,0.00551712578457,1.0,54,14,325,0,0
48.9349775785,0.057035226153,0.921875,41,12,92,5,0
48.9258359798,0.0144277918556,0.984375,49,9,311,8,0
48.916697796,0.00992516271434,0.984375,54,15,502,8,1
48.9075630252,0.100634229035,0.890625,25,3,32,2,1
48.9171023152,0.000662347816684,1.0,54,14,723,0,0
48.9079708792,0.0271527864705,0.96875,49,11,407,6,0
48.8988428518,0.0420124019472,0.96875,39,7,120,5,0
48.889718231,0.050219384174,0.90625,50,6,174,4,1
48.8992537313,0.00176004657885,1.0,54,11,141,0,0
48.9087856743,0.00349424343818,1.0,54,10,346,0,0
48.8996643044,0.0494239877607,0.9375,40,11,156,6,0
48.9091926161,0.000955294684422,1.0,54,16,328,0,0
48.9187173751,0.00510854641251,0.984375,54,12,170,0,0
48.9095992544,0.0985400318696,0.875,24,7,104,2,0
48.9191203876,0.00199900943469,1.0,54,14,287,0,0
48.9286379728,0.00199458313533,1.0,54,18,440,0,0
48.9195230999,0.101589223417,0.890625,18,4,95,2,0
48.9104116223,0.0414758141464,0.953125,33,10,148,4,0
48.9013035382,0.0592685498586,0.9375,29,6,53,4,0
48.8921988457,0.0246111334459,0.984375,48,20,551,7,0
48.8830975428,0.0434341151989,0.953125,41,7,185,6,0
48.8926112042,0.0148627220922,0.96875,54,11,280,0,0
48.8835132118,0.136048462491,0.765625,15,4,282,5,0
48.8930232558,0.00250896001223,1.0,54,10,331,0,0
48.8839285714,0.0211871921948,0.96875,54,18,566,9,1
48.8748372699,0.102979025647,0.875,28,7,46,2,1
48.8843436222,0.00106200465489,1.0,54,14,140,0,0
48.8938464399,0.0020389144356,1.0,54,20,426,0,0
48.8847583643,0.14299689727,0.6875,13,2,25,0,0
48.8942575729,0.00510081093752,0.984375,54,18,366,0,0
48.9037532516,0.000882604363215,1.0,54,9,187,0,0
48.8946684005,0.0741774163039,0.921875,26,9,216,3,0
48.9041604755,0.000721652024319,1.0,54,13,357,0,0
48.9136490251,0.00120736194491,1.0,54,10,249,0,0
48.904567397,0.0926030712791,0.890625,25,3,28,1,0
48.9140523482,0.0215164075262,0.96875,54,7,258,0,0
48.9049740163,0.0898831022358,0.90625,23,5,73,5,0
48.8958990536,0.0314892314222,0.96875,48,19,389,7,0
48.905380334,0.00900935147923,0.984375,54,7,112,0,0
48.9148580968,0.0010578022832,1.0,54,13,238,0,0
48.9057863501,0.00829809809077,0.984375,54,12,328,9,1
48.8967179677,0.0514653534298,0.9375,46,13,140,4,0
48.8876529477,0.0224765097383,0.96875,53,8,341,8,1
48.8785912882,0.0618467572021,0.9375,32,6,58,4,0
48.8880652335,0.00392866022333,1.0,54,14,710,0,0
48.897535668,0.00171949467087,1.0,54,10,126,0,0
48.9070025936,0.00771068819131,0.984375,54,14,283,0,0
48.9164660122,0.00803416545962,0.984375,54,9,1201,0,0
48.9259259259,0.00611197922234,1.0,54,20,265,0,0
