win_pct,sq_err,pct_cor,cleared,cor_digs,inc_digs,cor_flags,inc_flags
50.5832449629,0.0382685804267,0.96875,37,18,322,5,0
50.5755831566,0.0618024849259,0.921875,37,7,97,4,0
50.5830683023,0.00118374531287,1.0,54,13,318,0,0
50.5754088431,0.0195768930499,0.96875,53,10,203,7,0
50.5828917487,0.00057407989623,1.0,54,11,191,0,0
50.5903723887,0.00612889780651,0.984375,54,14,457,0,0
50.5978507643,0.00117702333212,1.0,54,13,216,0,0
50.6053268765,0.0122938886107,0.984375,54,15,382,0,0
50.6128007263,0.00360673616912,1.0,54,21,567,0,0
50.6202723147,0.0214041255054,0.984375,54,17,219,0,0
50.6126153381,0.0267016450849,0.984375,50,14,236,7,0
50.6049606776,0.0408569081863,0.953125,50,4,119,6,1
50.612430062,0.00375793954862,1.0,54,12,517,0,0
50.6047777442,0.0358209897895,0.953125,47,7,285,7,0
50.59712774,0.0281220517769,0.96875,50,12,181,8,0
50.5894800484,0.00123868282392,1.0,54,15,580,9,1
50.5818346683,0.0209378113038,0.984375,46,11,216,7,0
50.5893019039,6.2956613618e-05,1.0,54,20,340,0,0
50.5816588609,0.0290657781414,0.96875,52,13,289,8,0
50.5891238671,0.000633449171164,1.0,54,13,301,0,0
50.5814831596,0.0826900480508,0.890625,33,4,72,3,0
50.5738447599,0.0848876562433,0.90625,20,7,98,3,0
50.5813075645,0.00781277004888,0.984375,54,12,143,0,0
50.5887681159,0.0192582214976,0.96875,54,11,121,0,0
50.5811320755,0.0275154273341,0.984375,46,11,155,7,0
50.5734983399,0.0529186521602,0.9375,41,8,144,4,0
50.5658669081,0.0308248443061,0.96875,51,9,311,7,1
50.5733252867,0.00981054715995,0.984375,54,16,332,0,0
50.5656961834,0.0390699322704,0.9375,52,12,300,6,0
50.5731523379,0.0108587856716,0.96875,54,14,479,0,0
50.5655255618,0.0212017268232,0.96875,51,8,226,7,0
50.5579010856,0.0422191623751,0.9375,51,4,346,7,1
50.5502789085,0.0559485337978,0.9375,53,9,142,7,1
50.5577328912,0.0145622941113,0.984375,54,17,343,0,0
50.565184627,0.0101106847535,0.96875,54,16,590,0,0
50.5726341169,0.00544196532669,1.0,54,19,411,0,0
50.5800813621,0.000194206131144,1.0,54,21,393,0,0
50.5875263634,0.00157728495029,1.0,54,15,198,0,0
50.5799066124,0.0984393767685,0.90625,12,7,169,3,0
50.5873493976,0.00360149025255,1.0,54,15,177,0,0
50.5797319681,0.0169783240514,0.984375,52,10,549,9,0
50.5871725384,0.0114933488034,0.984375,54,16,414,0,0
50.5946108686,0.00427982093132,1.0,54,10,251,0,0
50.5869957857,0.0118947308983,0.984375,50,5,8540,8,0
50.5944319037,0.00152925550833,1.0,54,16,326,0,0
50.6018657839,0.0205428350943,0.984375,54,20,361,0,0
50.6092974274,0.0045663965953,0.984375,54,15,246,0,0
50.6167268351,0.0036996163267,1.0,54,24,1018,0,0
50.6091141525,0.135121271986,0.84375,28,1,0,0,1
50.6015037594,0.0194836624488,0.953125,52,12,363,8,1
50.6089309878,0.000201843277287,1.0,54,17,628,0,0
50.6013229104,0.0611972772836,0.921875,44,9,68,4,0
