win_pct,sq_err,pct_cor,cleared,cor_digs,inc_digs,cor_flags,inc_flags
59.6496140154,0.000609694064012,1.0,54,16,917,0,0
59.6512279018,0.000839258996846,1.0,54,13,624,0,0
59.652841659,0.00271912631879,1.0,54,6,163,0,0
59.6544552872,0.00211027839281,1.0,54,17,375,0,0
59.6520695861,0.0898963171212,0.890625,25,4,40,2,0
59.6496840758,0.0458101461019,0.953125,52,16,151,5,0
59.6512976367,0.00348359048424,1.0,54,16,164,0,0
59.648912348,0.06664766396,0.90625,39,12,137,5,0
59.6465272502,0.110683487013,0.890625,12,5,48,3,0
59.6441423431,0.0173481304936,0.96875,51,17,346,9,0
59.6457558674,0.0161823733757,0.984375,54,14,530,0,0
59.6473692628,0.00568283058099,1.0,54,20,367,0,0
59.6489825291,0.00129716228825,1.0,54,18,344,0,0
59.6465979052,0.0193199950936,0.984375,50,20,215,7,0
59.6442134719,0.0364689339965,0.9375,51,13,305,8,1
59.6418292293,0.0256235897782,0.96875,46,7,283,7,0
59.6434424591,0.00462149290092,1.0,54,10,270,0,0
59.64505556,0.00778457908143,0.984375,54,13,314,0,0
59.6466685319,0.00383201711036,1.0,54,12,110,0,0
59.6482813749,0.0140193693916,0.984375,54,15,183,0,0
59.649894089,0.00274316849899,1.0,54,19,395,0,0
59.6515066741,0.0018934290973,1.0,54,17,222,0,0
59.649122807,0.0498477442602,0.953125,49,8,58,4,0
59.6467391304,0.035235753912,0.96875,44,16,242,7,1
59.6443556444,0.0227972500892,0.96875,51,12,242,8,0
59.6419723488,0.050109581631,0.9375,43,12,133,5,0
59.6435849283,0.000617249150178,1.0,54,12,246,0,0
59.6451973789,0.00174581300877,1.0,54,11,215,0,0
59.6468097007,0.00672425267042,0.984375,54,22,177,0,0
59.6484218937,0.00128924015414,1.0,54,18,402,0,0
59.6500339579,0.004225869183,1.0,54,17,322,0,0
59.6516458933,0.0012792088733,1.0,54,16,306,0,0
59.6492629729,0.0901910018428,0.90625,24,6,47,0,0
59.6508748103,0.000968542745776,1.0,54,13,211,0,0
