win_pct,sq_err,pct_cor,cleared,cor_digs,inc_digs,cor_flags,inc_flags
50.8927296101,0.0552295638047,0.90625,39,10,202,5,0
50.8997429306,0.00753241237348,0.984375,54,16,480,0,0
50.9067542482,0.00263207213143,1.0,54,14,622,0,0
50.9137635637,0.00216119345172,1.0,54,16,238,0,0
50.9207708779,0.0105484432525,0.984375,54,10,290,0,0
50.9277761918,0.00113440195071,1.0,54,11,265,0,0
50.9205080634,0.0567159267194,0.9375,40,8,150,5,0
50.9132420091,0.117573601158,0.875,10,3,34,1,0
50.9202453988,0.000184252360287,1.0,54,15,284,0,0
50.9272467903,0.00212731182725,1.0,54,15,586,0,0
50.9342461846,0.00647357681808,1.0,54,7,849,0,0
50.9412435824,0.00127312548011,1.0,54,13,177,0,0
50.9482389847,0.00144762060202,1.0,54,19,735,0,0
50.9552323924,0.00561589570708,1.0,54,15,342,0,0
50.9622238061,0.00559607138677,1.0,54,20,230,0,0
50.9549600912,0.110873269951,0.875,18,4,30,2,0
50.9619495511,0.00221312724707,1.0,54,25,545,0,0
50.9689370191,0.00415422703,1.0,54,12,597,0,0
50.9759224961,0.0186688960349,0.96875,54,7,86,0,0
50.9686609687,0.0297662134617,0.96875,53,15,174,6,1
50.9614015098,0.107718514537,0.890625,11,2,21,0,0
50.9683850755,0.00013338366144,1.0,54,14,676,0,0
50.9611277232,0.0525864733275,0.90625,51,14,476,4,1
50.9538724374,0.0192137584814,0.96875,54,11,324,8,1
50.9608540925,0.0247882139454,0.96875,54,11,295,0,0
50.9678337603,0.00194361712192,1.0,54,12,157,0,0
50.9748114416,0.00019820823983,1.0,54,13,401,0,0
50.9817871372,0.0168043684483,0.984375,54,8,187,0,0
50.9887608479,0.00179491650258,1.0,54,9,141,0,0
50.9957325747,0.0060609374098,1.0,54,12,358,0,0
50.9884795904,0.0985518192213,0.90625,11,1,15,0,1
50.9812286689,0.0463354257527,0.921875,47,7,162,5,1
50.9881984928,0.000443301854911,1.0,54,11,165,0,0
50.9951663349,0.0223256732094,0.96875,54,18,313,0,0
51.0021321962,0.033225349246,0.953125,54,11,280,0,0
51.0090960773,0.007405577602,0.984375,54,16,745,0,0
51.0160579793,0.00166990451044,1.0,54,10,187,0,0
51.0230179028,0.00677576300069,1.0,54,12,112,0,0
51.0299758488,0.00982960015721,0.984375,54,18,315,0,0
51.0227272727,0.036952464297,0.9375,43,2,87,4,0
51.0296832836,0.000293135415365,1.0,54,18,326,0,0
51.0366373189,0.00310895055311,1.0,54,11,280,0,0
51.0435893795,0.00778951616448,0.984375,54,23,720,0,0
51.0363429869,0.0857256306107,0.90625,24,3,52,3,0
51.0432931157,0.00185288371244,1.0,54,15,112,0,0
51.036048822,0.0352338171067,0.953125,53,9,411,7,1
51.04299702,0.000851064086722,1.0,54,13,238,0,0
51.0499432463,0.00612547056022,0.984375,54,13,475,0,0
51.0427010924,0.0944711058391,0.890625,17,3,91,2,1
51.0354609929,0.092863923894,0.90625,21,1,113,4,0
51.0282229471,0.0377378776894,0.9375,53,15,220,8,1
51.0209869541,0.0267194144883,0.96875,54,16,288,8,1
51.0137530129,0.0621508178999,0.921875,43,2,112,5,0
51.0206974766,0.00737931150398,1.0,54,25,459,0,0
51.0134656272,0.0222453873156,0.984375,43,7,169,4,0
51.0204081633,0.00491727882362,1.0,54,13,255,0,0
51.0273487318,0.0200017969765,0.984375,54,15,199,0,0
51.0201190139,0.0526887731357,0.9375,39,11,205,4,0
51.0270576569,0.00136512531911,1.0,54,22,427,0,0
